#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
EFL06867.1	predicted_protein	BGC0000300_c1	Amychelin_biosynthetic_gene_cluster	28	59.3806921676	211	6e-54
AAM80537.1	StaC	BGC0000290_c1	A47934_biosynthetic_gene_cluster	31	56.1930783242	211	6e-54
CAE02631.1	surfactin_synthetase_B	BGC0000433_c1	Surfactin_biosynthetic_gene_cluster	24	84.0619307832	210	1e-53
AJW65406.1	nonribosomal_peptide_synthetase	BGC0001195_c1	Nocardiopsin_biosynthetic_gene_cluster	24	93.4426229508	209	2.3e-53
AFJ23825.1	WLIP_synthetase_B	BGC0000462_c2	WLIP_biosynthetic_gene_cluster	31	56.102003643	209	2.3e-53
CAE53352.1	non-ribosomal_peptide_synthetase	BGC0000440_c1	Teicoplanin_biosynthetic_gene_cluster	30	53.3697632058	208	3.9e-53
AGN74886.1	nonribosomal_peptide_synthetase	BGC0000459_c1	Griseoviridin_/_viridogrisein_biosynthetic_gene_cluster	31	55.737704918	208	3.9e-53
CAG15011.1	peptide_synthetase,_module_4-6	BGC0000441_c1	Teicoplanin_biosynthetic_gene_cluster	30	53.3697632058	208	3.9e-53
AAM80538.1	StaB	BGC0000290_c1	A47934_biosynthetic_gene_cluster	32	48.6338797814	208	3.9e-53
AIG79242.1	Hypothetical_protein	BGC0000419_c1	Ristomycin_A_biosynthetic_gene_cluster	31	52.0036429872	208	5.1e-53
AAF67501.2	NovH	BGC0000834_c1	Novobiocin_biosynthetic_gene_cluster	29	54.8269581056	207	8.6e-53
AHD05627.1	putative_non-ribosomal_peptide_ligase_domain_protein	BGC0001033_c1	Paenilamicin_biosynthetic_gene_cluster	28	58.2877959927	207	1.1e-52
AAD44233.1	PstA	BGC0000362_c1	Glycopeptidolipid_biosynthetic_gene_cluster	27	85.0637522769	206	1.5e-52
AID65224.1	nonribosomal_peptide_synthetase	BGC0000335_c1	Cystomanamides_biosynthetic_gene_cluster	23	98.6338797814	206	1.9e-52
AIE77076.1	peptide_synthetase	BGC0000418_c1	Ristocetin_biosynthetic_gene_cluster	31	54.0072859745	206	1.9e-52
CBA11570.1	non-ribosomal_peptide_synthetase	BGC0001046_c1	Streptolydigin_biosynthetic_gene_cluster	31	46.174863388	206	1.9e-52
CAE53350.1	non-ribosomal_peptide_synthetase	BGC0000440_c1	Teicoplanin_biosynthetic_gene_cluster	31	55.4644808743	205	2.5e-52
BAC67535.1	arthrofactin_synthetase_B	BGC0000305_c1	Arthrofactin_biosynthetic_gene_cluster	29	58.378870674	205	4.3e-52
AHZ34242.1	CipE	BGC0001389_c1	Cichopeptin_biosynthetic_gene_cluster	30	54.6448087432	205	4.3e-52
CBZ42140.1	non-ribosomal_peptide_synthetase	BGC0001117_c1	Himastatin_biosynthetic_gene_cluster	29	54.189435337	204	5.6e-52
ABD65956.1	nonribosomal_peptide_synthetase	BGC0000341_c1	Enduracidin_biosynthetic_gene_cluster	30	52.6411657559	204	5.6e-52
CAG15009.1	peptide_synthetase,_module_1-2	BGC0000441_c1	Teicoplanin_biosynthetic_gene_cluster	31	55.4644808743	204	7.3e-52
BAD55611.1	putative_non-ribosomal_peptide_synthetase	BGC0001027_c1	Nocobactin_NA_biosynthetic_gene_cluster	31	53.7340619308	203	1.2e-51
CAC48360.1	peptide_synthetase	BGC0000311_c1	Balhimycin_biosynthetic_gene_cluster	25	85.9744990893	202	2.1e-51
ACJ04424.1	aureobasidin_A1_biosynthesis_complex	BGC0000307_c1	Aureobasidin_A1_biosynthetic_gene_cluster	24	93.5336976321	202	2.1e-51
ABV56585.1	KtzE	BGC0000378_c1	Kutznerides_biosynthetic_gene_cluster	30	57.4681238616	202	2.1e-51
AOA33123.1	nonribosomal_peptide_synthetase	BGC0001346_c1	Bananamides_biosynthetic_gene_cluster	29	53.6429872495	202	2.8e-51
AHB82058.1	non_ribosomal_peptide_synthetase	BGC0001019_c1	Microsclerodermins_biosynthetic_gene_cluster	26	77.6867030965	201	3.6e-51
AKC91857.1	nonribosomal_peptide_synthetase	BGC0001414_c1	Griselimycin_biosynthetic_gene_cluster	29	59.2896174863	201	3.6e-51
ACG60776.1	NRPS(AL/ACP/C/A/PCP/C/A)	BGC0001058_c1	Zorbamycin_biosynthetic_gene_cluster	26	80.3278688525	201	6.2e-51
CAD70195.1	non-ribosomal_peptide_synthetase	BGC0001047_c1	Syringolin_A_biosynthetic_gene_cluster	25	83.0601092896	201	6.2e-51
AAY37655.1	Amino_acid_adenylation	BGC0000437_c1	Syringomycin_biosynthetic_gene_cluster	29	57.3770491803	200	8.1e-51
EFY94500.1	non-ribosomal_peptide_synthetase	BGC0000337_c1	Destruxins_biosynthetic_gene_cluster	24	95.5373406193	200	1.4e-50
AEP18655.1	WAPS2	BGC0000461_c1	WAP-8294A2_(lotilibcin)_biosynthetic_gene_cluster	30	62.4772313297	200	1.4e-50
AGC83576.1	NRPS	BGC0000818_c1	Notoamide_biosynthetic_gene_cluster	29	55.6466302368	200	1.4e-50
CBL93718.1	NRPS_didomain_PCP-C	BGC0000360_c1	GE81112_biosynthetic_gene_cluster	30	51.2750455373	199	1.8e-50
AAN85506.1	nonribosomal_peptide_synthetase	BGC0001101_c1	Leinamycin_biosynthetic_gene_cluster	29	55.1001821494	199	1.8e-50
AFK57214.1	DidC	BGC0000985_c1	Didemnin_biosynthetic_gene_cluster	28	67.6684881603	199	1.8e-50
AAG02343.1	peptide_synthetase_NRPS12	BGC0000963_c1	Bleomycin_biosynthetic_gene_cluster	29	53.7340619308	199	2.4e-50
AIG79224.1	Hypothetical_protein	BGC0000419_c1	Ristomycin_A_biosynthetic_gene_cluster	31	54.3715846995	198	4e-50
AHZ20784.1	non-ribosomal_peptide_synthase	BGC0000369_c1	Hassallidins_biosynthetic_gene_cluster	29	44.4444444444	198	5.2e-50
AJI44167.1	long-chain-fatty-acid-CoA_ligase	BGC0001193_c1	Thiolutin_biosynthetic_gene_cluster	26	86.5209471767	198	5.2e-50
CBW45647.1	PI_synthetase_3_and_4	BGC0000952_c1	Pristinamycin_biosynthetic_gene_cluster	33	42.5318761384	198	5.2e-50
AFO85453.1	non-ribosomal_peptide_synthetase	BGC0000391_c1	Methylpendolmycin/pendolmycin_biosynthetic_gene_cluster	30	55.4644808743	197	6.8e-50
CAM56771.1		BGC0000354_c1	Friulimicin_biosynthetic_gene_cluster	30	59.6539162113	197	8.9e-50
EWS95124.1	hypothetical_protein	BGC0000306_c1	Arylomycin_biosynthetic_gene_cluster	28	54.4626593807	197	8.9e-50
ADM34138.1	non-ribosomal_peptide_synthetase	BGC0001084_c1	Notoamide_/_stephacidin_biosynthetic_gene_cluster	29	54.6448087432	197	8.9e-50
ABH06368.2	MassB	BGC0000389_c1	Massetolide_A_biosynthetic_gene_cluster	29	53.4608378871	197	8.9e-50
AGS77307.1	NRPS_modules_1-2	BGC0001178_c1	UK-68,597_biosynthetic_gene_cluster	29	57.2859744991	196	1.2e-49
ADZ45333.1	NRPS/PKS_hybrid	BGC0001020_c1	Muraymycin_biosynthetic_gene_cluster	28	55.737704918	196	1.2e-49
CAN89662.1	putative_non-ribosomal_peptide_synthetase	BGC0001070_c1	Kirromycin_biosynthetic_gene_cluster	31	51.0928961749	196	1.5e-49
AAO72425.1	syringopeptin_synthetase_C	BGC0000438_c1	Syringopeptin_biosynthetic_gene_cluster	29	57.3770491803	196	2e-49
BAH23995.1	nonribosomal_peptide_synthetase	BGC0000356_c1	Fumitremorgin_biosynthetic_gene_cluster	27	85.1548269581	195	2.6e-49
AAC32048.1	FxbC	BGC0000351_c1	Exochelin_biosynthetic_gene_cluster	25	75.1366120219	195	2.6e-49
AAG31130.1	MxcG	BGC0001345_c1	Myxochelin_biosynthetic_gene_cluster	30	48.2695810565	194	7.6e-49
AAZ55898.1	amino_acid_adenylation	BGC0000359_c1	Fuscachelin_biosynthetic_gene_cluster	31	57.7413479053	193	9.9e-49
AFK57219.1	DidH	BGC0000985_c1	Didemnin_biosynthetic_gene_cluster	28	65.3916211293	193	9.9e-49
AAZ23076.1	peptide_synthetase	BGC0000291_c1	A54145_biosynthetic_gene_cluster	30	53.0965391621	193	9.9e-49
CBD77746.1	non-ribosomal_peptide_synthetase/polyketide_synthase	BGC0000974_c1	Crocacin_biosynthetic_gene_cluster	29	47.5409836066	193	1.3e-48
AMK48228.1	nonribosomal_peptide_synthetase	BGC0001351_c1	Cahuitamycins_biosynthetic_gene_cluster	32	42.2586520947	193	1.3e-48
sln9	nonribosomal_peptide_synthetase	BGC0001230_c1	Salinamides_biosynthetic_gene_cluster	34	47.6320582878	192	2.2e-48
CBL93720.1	NRPS_didomain_PCP-A	BGC0000360_c1	GE81112_biosynthetic_gene_cluster	31	51.6393442623	192	2.9e-48
ctg1_orf000000		BGC0000901_c1	Ferrichrome_biosynthetic_gene_cluster	26	68.3970856102	191	3.8e-48
EAL89049.1	nonribosomal_peptide_synthase,_putative	BGC0000355_c1	Fumiquinazolines_biosynthetic_gene_cluster	25	91.1657559199	191	6.4e-48
ABF87031.1	non-ribosomal_peptide_synthetase/polyketide_synthase	BGC0000393_c1	Myxoprincomide_biosynthetic_gene_cluster	29	47.723132969	191	6.4e-48
CAE14173.1		BGC0000383_c1	Luminmycin_biosynthetic_gene_cluster	26	51.8214936248	190	8.4e-48
CBA63680.1	nonribosomal_peptide_synthetase_NRPS	BGC0000368_c1	Griseobactin_biosynthetic_gene_cluster	28	58.8342440801	190	8.4e-48
AIG79241.1	Hypothetical_protein	BGC0000419_c1	Ristomycin_A_biosynthetic_gene_cluster	31	52.276867031	190	8.4e-48
CAC11137.1	NikP1_protein	BGC0000876_c1	Nikkomycin_biosynthetic_gene_cluster	29	51.0018214936	190	1.1e-47
ABI26079.1	OciC	BGC0000331_c1	Cyanopeptin_biosynthetic_gene_cluster	28	47.723132969	190	1.1e-47
AEG64696.1	LpmB	BGC0000379_c1	Laspartomycin_biosynthetic_gene_cluster	27	55.737704918	190	1.4e-47
CCJ67647.1	JagC	BGC0001127_c1	Jagaricin_biosynthetic_gene_cluster	27	57.7413479053	189	2.4e-47
BAO84861.1	putative_non-ribosomal_peptide_synthetase	BGC0000414_c1	Quinocarcin_biosynthetic_gene_cluster	29	56.3752276867	189	2.4e-47
AFU82614.1	mixed_NRPS_PKS	BGC0000998_c1	Guadinomine_biosynthetic_gene_cluster	31	45.4462659381	188	5.4e-47
EWS95122.1	hypothetical_protein	BGC0000306_c1	Arylomycin_biosynthetic_gene_cluster	29	54.189435337	187	7.1e-47
WP_010369425.1	ornithine_racemase	BGC0000314_c1	Bromoalterochromides_biosynthetic_gene_cluster	24	82.4225865209	187	7.1e-47
ERG36782.1	Ornithine_racemase	BGC0000299_c1	Alterochromides_biosynthetic_gene_cluster	24	82.4225865209	187	7.1e-47
AAG02358.1	peptide_synthetase_NRPS6	BGC0000963_c1	Bleomycin_biosynthetic_gene_cluster	29	53.2786885246	187	7.1e-47
AED90002.1	non-ribosomal_peptide_synthetase_ThaA	BGC0000443_c1	Thanamycin_biosynthetic_gene_cluster	31	43.8069216758	187	9.3e-47
AAO62587.1	peptide_sythetase	BGC0001016_c1	Microcystin_biosynthetic_gene_cluster	27	55.5555555556	187	9.3e-47
AGS77308.1	NRPS_module_3	BGC0001178_c1	UK-68,597_biosynthetic_gene_cluster	29	50.7285974499	186	1.2e-46
ADN26248.1	peptide_synthetase	BGC0000951_c1	Pacidamycin_biosynthetic_gene_cluster	28	50.2732240437	186	1.6e-46
ABY83142.1	Azi3	BGC0000960_c1	Azinomycin_B_biosynthetic_gene_cluster	29	50.1821493625	186	1.6e-46
CCA29203.1	non-ribosomal_peptide_synthetase/polyketide_synthase	BGC0000955_c1	Althiomycin_biosynthetic_gene_cluster	24	83.4244080146	185	2.7e-46
CAG29031.1	nonribosomal_peptide_synthetase_(modules_1_and_2)	BGC0001023_c1	Myxochromide_biosynthetic_gene_cluster	32	35.5191256831	185	2.7e-46
ABL86391.1	hybrid_polyketide_synthase_and_nonribosomal_peptide_synthetase	BGC0000999_c1	Heat-stable_antifungal_factor_biosynthetic_gene_cluster	29	55.4644808743	185	3.5e-46
CBF87069.1	nonribosomal_peptide_synthase,_putative_(Eurofung)	BGC0001290_c1	Emericellamide_A_/_emericellamide_B_biosynthetic_gene_cluster	22	90.9836065574	184	6e-46
KPN90374.1	NunB1	BGC0001416_c1	Nunapeptin_/_nunamycin_biosynthetic_gene_cluster	33	34.2440801457	184	6e-46
CAB53322.1	putative_peptide_synthetase	BGC0000325_c1	Coelichelin_biosynthetic_gene_cluster	29	54.4626593807	184	7.8e-46
EAW16180.1	nonribosomal_peptide_synthase,_putative	BGC0000293_c1	Acetylaszonalenin_biosynthetic_gene_cluster	29	51.1839708561	183	1e-45
AAG02356.1	peptide_synthetase_NRPS7	BGC0000963_c1	Bleomycin_biosynthetic_gene_cluster	28	53.825136612	183	1.3e-45
AAW49319.1	thaxtomin_synthetase_B	BGC0000444_c1	Thaxtomin_biosynthetic_gene_cluster	32	41.4389799636	183	1.3e-45
ABL74939.1	TlmVII	BGC0001048_c1	Tallysomycin_biosynthetic_gene_cluster	30	58.7431693989	183	1.7e-45
ERG36783.1	phenylalanine_racemase	BGC0000299_c1	Alterochromides_biosynthetic_gene_cluster	27	58.8342440801	182	2.3e-45
WP_010369428.1	phenylalanine_racemase	BGC0000314_c1	Bromoalterochromides_biosynthetic_gene_cluster	27	58.8342440801	182	2.3e-45
AAZ03554.1	McnE	BGC0000332_c1	Cyanopeptolin_biosynthetic_gene_cluster	27	48.9071038251	182	3e-45
AAK81827.1	peptide_synthetase	BGC0000326_c1	Complestatin_biosynthetic_gene_cluster	27	63.2969034608	182	3e-45
AAT09804.1	NocA	BGC0000395_c1	Nocardicin_A_biosynthetic_gene_cluster	28	43.4426229508	181	5.1e-45
BAP16693.1	nonribosomal_peptide_synthetase	BGC0000376_c1	JBIR-34,_JBIR-35_biosynthetic_gene_cluster	29	53.825136612	181	6.6e-45
ADY16697.1	TqaA	BGC0001142_c1	Tryptoquialanine_biosynthetic_gene_cluster	23	95.7194899818	180	8.7e-45
CAE02630.1	surfactin_synthetase_A	BGC0000433_c1	Surfactin_biosynthetic_gene_cluster	24	70.7650273224	180	1.1e-44
AHD05621.1	non-ribosomal_peptide_ligase_domain_protein	BGC0001033_c1	Paenilamicin_biosynthetic_gene_cluster	29	42.9872495446	180	1.1e-44
BAH22765.1	nonribosomal_peptide_synthetase	BGC0001018_c1	Micropeptin_biosynthetic_gene_cluster	27	48.9071038251	179	1.9e-44
BAP27942.1	nonribosomal_peptide_synthetase	BGC0001085_c1	Teleocidin_B_biosynthetic_gene_cluster	30	44.262295082	177	7.3e-44
ACN39015.1	putative_nonribosomal_peptide_synthetase_TomB	BGC0000448_c1	Tomaymycin_biosynthetic_gene_cluster	28	61.4754098361	177	9.6e-44
BAP34707.1	AMP-dependent_synthetase_and_ligase	BGC0000078_c1	Incednine_biosynthetic_gene_cluster	28	49.7267759563	176	1.3e-43
ctg1_orf00001		BGC0000901_c1	Ferrichrome_biosynthetic_gene_cluster	28	51.4571948998	176	1.3e-43
ABC34137.1	peptide_synthetase,_putative	BGC0000961_c1	Bactobolin_biosynthetic_gene_cluster	30	34.335154827	176	1.3e-43
CBL93723.1	NRPS_didomain_A-PCP	BGC0000360_c1	GE81112_biosynthetic_gene_cluster	28	56.4663023679	174	6.2e-43
AFN69082.1	nonribosomal_peptide_synthetase_6	BGC0001249_c1	Dimethylcoprogen_biosynthetic_gene_cluster	24	87.0673952641	174	6.2e-43
AAW49318.1	thaxtomin_synthetase_A	BGC0000444_c1	Thaxtomin_biosynthetic_gene_cluster	30	45.0819672131	174	6.2e-43
ABW71853.1	nonribosomal_peptide_synthetase	BGC0000303_c1	Anthramycin_biosynthetic_gene_cluster	30	51.4571948998	173	1.8e-42
BAH33409.1	putative_non-ribosomal_peptide_synthetase	BGC0000371_c1	Heterobactin_biosynthetic_gene_cluster	30	52.3679417122	172	2.4e-42
CAJ34370.1	NRPS_protein	BGC0000445_c1	Thiocoraline_biosynthetic_gene_cluster	31	33.970856102	172	3.1e-42
ABP57745.1	DepA	BGC0000993_c1	FK228_biosynthetic_gene_cluster	29	55.4644808743	171	4e-42
ABL74937.1	TlmIX	BGC0001048_c1	Tallysomycin_biosynthetic_gene_cluster	30	53.9162112933	171	5.3e-42
ABC39418.1	dihydroaeruginoic_acid_synthetase	BGC0000964_c1	Burkholdac_biosynthetic_gene_cluster	28	53.0965391621	171	5.3e-42
AAF01762.1	AM-toxin_synthetase	BGC0001261_c1	AM-toxin_biosynthetic_gene_cluster	25	89.3442622951	168	3.4e-41
CBW45749.1	hybrid_PKS/NRPS_(PKSI)	BGC0000952_c3	Pristinamycin_biosynthetic_gene_cluster	31	51.2750455373	168	5.8e-41
CAA16182.1	putative_peptide_synthase	BGC0001063_c1	Undecylprodigiosin_biosynthetic_gene_cluster	30	43.2604735883	167	7.6e-41
AAS47562.1	mixed_type_I_polyketide_synthase_-_peptide_synthetase	BGC0001108_c1	Pederin_biosynthetic_gene_cluster	30	43.4426229508	166	1.3e-40
AFK57220.1	DidI	BGC0000985_c1	Didemnin_biosynthetic_gene_cluster	29	54.2805100182	166	1.3e-40
ctg1_orf8		BGC0001109_c1	Pederin_biosynthetic_gene_cluster	30	43.4426229508	166	1.3e-40
ctg1_orf003		BGC0000334_c1	Cyclosporin_biosynthetic_gene_cluster	26	57.7413479053	165	4.9e-40
CAJ18237.2	non-ribosomal_peptide_synthetase_B	BGC0000354_c1	Friulimicin_biosynthetic_gene_cluster	27	51.3661202186	163	1.4e-39
AFR69331.1	nonribosomal_peptide_synthetase_SpiA	BGC0001045_c1	Spiruchostatin_biosynthetic_gene_cluster	28	55.1001821494	163	1.4e-39
ACZ66258.1	APS1	BGC0000304_c1	Apicidin_biosynthetic_gene_cluster	28	46.7213114754	162	2.4e-39
AAF19815.1	MtaG	BGC0001024_c1	Myxothiazol_biosynthetic_gene_cluster	28	45.3551912568	161	4.2e-39
WP_010369430.1	Non-ribosomal_peptide_synthase	BGC0000314_c1	Bromoalterochromides_biosynthetic_gene_cluster	25	76.9581056466	161	7.1e-39
ABR67758.1	CmnO	BGC0000316_c1	Capreomycin_biosynthetic_gene_cluster	30	40.8925318761	159	2.1e-38
AAF15891.2	NosA	BGC0001028_c1	Nostopeptolide_biosynthetic_gene_cluster	28	46.8123861566	159	2.1e-38
CAJ34375.1	NRPS	BGC0000445_c1	Thiocoraline_biosynthetic_gene_cluster	30	40.072859745	158	3.5e-38
AGA37267.1	NRPS	BGC0000816_c1	Malbrancheamide_biosynthetic_gene_cluster	27	53.0965391621	158	3.5e-38
AFK57215.1	DidD	BGC0000985_c1	Didemnin_biosynthetic_gene_cluster	34	34.4262295082	158	3.5e-38
EPE34341.1	Acetyl-CoA_synthetase-like_protein	BGC0001035_c1	Pneumocandin_biosynthetic_gene_cluster	27	43.2604735883	158	6e-38
AAG05690.1	AmbE	BGC0000287_c1	2-amino-4-methoxy-trans-3-butenoic_acid_biosynthetic_gene_cluster	30	35.2459016393	157	1e-37
CBJ89771.1	Non-ribosomal_peptide_synthase_involved_in_Xenocoumacin_synthesis	BGC0001054_c1	Xenocoumacin_biosynthetic_gene_cluster	27	54.4626593807	156	1.3e-37
CBF76038.1	nonribosomal_peptide_synthase,_putative_(Eurofung)	BGC0001399_c1	Fellutamide_B_biosynthetic_gene_cluster	26	57.0127504554	156	1.8e-37
AEA29643.1	putative_nonribosomal_peptide_synthetase	BGC0000409_c1	Porothramycin_biosynthetic_gene_cluster	27	53.0965391621	156	1.8e-37
WP_051700151.1	hypothetical_protein	BGC0001368_c1	Tambromycin_biosynthetic_gene_cluster	29	52.4590163934	156	2.3e-37
CDG76959.1	non-ribosomal_peptide_synthetase,_terminal_component	BGC0000446_c1	Tilivalline_biosynthetic_gene_cluster	28	53.2786885246	156	2.3e-37
AAP92505.1	nonribosomal_peptide_synthetase	BGC0000458_c1	Viomycin_biosynthetic_gene_cluster	29	40.7103825137	156	2.3e-37
AHA12086.1	amino_acid_adenyltransferase	BGC0001172_c1	Chlorizidine_A_biosynthetic_gene_cluster	29	41.8943533698	155	3.9e-37
CRG85572.1	nonribosomal_peptide_synthase,_putative	BGC0001402_c1	Cyclochlorotine_biosynthetic_gene_cluster	28	43.6247723133	155	5.1e-37
BAG84247.1	putative_L-prolyl-AMP_ligase	BGC0000257_c1	Prodigiosin_biosynthetic_gene_cluster	35	31.7850637523	154	6.7e-37
OAQ83772.1	nonribosomal_peptide_synthase	BGC0001358_c1	Leucinostatins_biosynthetic_gene_cluster	28	52.276867031	154	6.7e-37
BAI63289.1	putative_non-ribosomal_peptide_synthetase	BGC0000434_c1	SW-163_biosynthetic_gene_cluster	31	37.3406193078	154	8.7e-37
CAN89638.1	putative_non-ribosomal_peptide_synthetase	BGC0001070_c1	Kirromycin_biosynthetic_gene_cluster	31	43.1693989071	154	8.7e-37
CDF96614.1	Long-chain-fatty-acid--CoA_ligase	BGC0001149_c1	Brabantamide_biosynthetic_gene_cluster	26	45.4462659381	153	1.5e-36
AFP87519.1	proline_adenyltransferase	BGC0001159_c1	Marinopyrrole_biosynthetic_gene_cluster	29	34.0619307832	151	5.6e-36
AHF22853.1	MarM	BGC0000091_c1	Marineosin_biosynthetic_gene_cluster	32	34.2440801457	147	8.1e-35
WP_028678148.1	non-ribosomal_peptide_synthetase	BGC0001228_c1	Retimycin_biosynthetic_gene_cluster	30	32.7868852459	147	1.1e-34
ABW71852.1	nonribosomal_peptide_synthetase	BGC0000303_c1	Anthramycin_biosynthetic_gene_cluster	26	50.6375227687	143	2e-33
CAJ87590.1	putative_peptide_synthase	BGC0001055_c1	Yersiniabactin_biosynthetic_gene_cluster	29	32.8779599271	142	3.4e-33
AEH41789.1	HrmK	BGC0000374_c1	Hormaomycin_biosynthetic_gene_cluster	32	34.4262295082	139	2.9e-32
BAP34718.1	AMP-dependent_synthetase_and_ligase	BGC0000078_c1	Incednine_biosynthetic_gene_cluster	28	42.6229508197	138	6.4e-32
AGA37269.1	NRPS	BGC0000819_c1	Paraherquamide_biosynthetic_gene_cluster	25	56.5573770492	135	3.2e-31
AEO14743.1	NdaA	BGC0000396_c1	Nodularin_biosynthetic_gene_cluster	26	43.5336976321	133	1.2e-30
BAL15718.1	NRPS	BGC0000432_c1	Streptothricin_biosynthetic_gene_cluster	28	43.7158469945	130	1e-29
ctg1_orf10		BGC0000321_c1	Chaetocin_biosynthetic_gene_cluster	29	35.1548269581	127	1.1e-28
BAL15732.1	NRPS	BGC0000432_c1	Streptothricin_biosynthetic_gene_cluster	33	27.6867030965	123	2.1e-27
AAS92545.1	SirP	BGC0001044_c1	Sirodesmin_biosynthetic_gene_cluster	22	83.4244080146	111	8.4e-24
ABD14712.1	CesB	BGC0000320_c1	Cereulide_biosynthetic_gene_cluster	21	45.7194899818	103	1.8e-21
AKA59431.1	benzoate-CoA_ligase	BGC0001202_c1	Landepoxcin_biosynthetic_gene_cluster	28	34.1530054645	101	5.1e-21
ADC79613.1	BafX	BGC0000028_c1	Bafilomycin_biosynthetic_gene_cluster	27	27.868852459	79	2.7e-14
CAJ88192.1	putative_peptide_synthetase_NRPS5-4-3	BGC0000151_c1	Stambomycin_biosynthetic_gene_cluster	24	44.0801457195	77	7.9e-14
ACY02013.1	enterobactin_synthase_subunit_E	BGC0000343_c1	Enterobactin_biosynthetic_gene_cluster	25	36.247723133	75	3.9e-13
AAF00957.1	McyG	BGC0001017_c1	Microcystin_biosynthetic_gene_cluster	23	48.8160291439	74	1.1e-12
ADQ74621.1	salicylyl-AMP_ligase	BGC0000921_c1	Promysalin_biosynthetic_gene_cluster	25	40.3460837887	69	2.2e-11
ABI22131.1	putative_non-ribosomal_peptide_synthetase	BGC0000422_c1	Saframycin_A_biosynthetic_gene_cluster	25	36.3387978142	69	3.7e-11
AID65222.1	putative_aspartate_racemase	BGC0000335_c1	Cystomanamides_biosynthetic_gene_cluster	24	27.6867030965	66	3.1e-10
CAE53367.1	acyl-CoA_ligase	BGC0000440_c1	Teicoplanin_biosynthetic_gene_cluster	22	41.621129326	59	3.8e-08
CAG15025.1	Acyl-CoA_synthase	BGC0000441_c1	Teicoplanin_biosynthetic_gene_cluster	22	41.621129326	59	3.8e-08
