#Protein	Description	MiBIG Cluster	MiBIG Product	Percent ID	Percent Coverage	BLAST Score	 Evalue
ABI30230.1	McdT	BGC0000526_c1	Macedocin_biosynthetic_gene_cluster	26	91.1877394636	56	7.7e-08
CAF33314.1	putative_ABC_transporter,_ATP-binding_protein,_NeoT	BGC0000709_c1	Neomycin_biosynthetic_gene_cluster	40	31.4176245211	55	1e-07
CAH05099.1	ABC_transport_protein	BGC0000710_c1	Neomycin_biosynthetic_gene_cluster	40	31.4176245211	55	1e-07
CAH58692.1	putative_exporter	BGC0000711_c1	Neomycin_biosynthetic_gene_cluster	40	31.4176245211	55	1e-07
ACX68645.1	putative_ABC_transporter	BGC0000547_c1	Salivaricin_9_biosynthetic_gene_cluster	24	87.7394636015	54	1.7e-07
AFS60105.1	PaenT	BGC0000540_c1	Paenibacillin_biosynthetic_gene_cluster	26	91.5708812261	54	2.9e-07
AFH75319.1	cyclic_peptide_transporter	BGC0000425_c1	Sessilin_biosynthetic_gene_cluster	25	81.9923371648	52	6.5e-07
AAC72259.1	LctT	BGC0000521_c1	Lacticin_481_biosynthetic_gene_cluster	21	77.0114942529	52	8.5e-07
BAL15733.1	ABC_transporter	BGC0000432_c1	Streptothricin_biosynthetic_gene_cluster	45	21.4559386973	49	7.2e-06
BAG22744.1	putative_ABC-type_multidrug_transport_system_ATPase_and_permease_component	BGC0000724_c1	Streptomycin_biosynthetic_gene_cluster	28	82.3754789272	49	9.4e-06
CAH94305.1	putative_ABC_transporter_StrV	BGC0000717_c1	Streptomycin_biosynthetic_gene_cluster	28	82.3754789272	49	9.4e-06
